Date,Metric,Region,Product Category,Customer Segment,Marketing Channel,Product Seasonality,customer_segment,Value,YearMonth
2024-10-19,Product Affinity Score,North,Wine,Medium-Value,SMS,Summer,Mid Value,86.98,2024-10
2024-10-20,Product Affinity Score,North,Wine,Medium-Value,Direct Mail,Fall,Mid Value,79.39,2024-10
2024-10-21,Product Affinity Score,North,Wine,Low-Value,Email,Winter,High Value,91.56,2024-10
2024-10-22,Product Affinity Score,North,Wine,Low-Value,Social Media,Spring,Mid Value,83.03,2024-10
2024-10-23,Product Affinity Score,North,Wine,Low-Value,SMS,Summer,High Value,111.2,2024-10
2024-10-24,Product Affinity Score,North,Wine,Low-Value,Direct Mail,Spring,Mid Value,66.33,2024-10
2024-10-25,Product Affinity Score,North,Spirits,High-Value,Email,Fall,High Value,131.34,2024-10
2024-10-26,Product Affinity Score,North,Spirits,High-Value,Social Media,Summer,Mid Value,109.53,2024-10
2024-10-27,Product Affinity Score,North,Spirits,High-Value,SMS,Winter,High Value,184.04,2024-10
2024-10-28,Product Affinity Score,North,Spirits,High-Value,Direct Mail,Summer,Low Value,90.1,2024-10
2024-10-29,Product Affinity Score,North,Spirits,Medium-Value,Email,Spring,High Value,120.84,2024-10
2024-10-30,Product Affinity Score,North,Spirits,Medium-Value,Social Media,Spring,Low Value,78.57,2024-10
2024-10-01,Customer Engagement Score,North,Beer,High-Value,Email,Winter,High Value,81.33,2024-10
2024-10-02,Customer Engagement Score,North,Beer,High-Value,Social Media,Summer,Low Value,65.95,2024-10
2024-10-03,Customer Engagement Score,North,Beer,High-Value,SMS,Summer,Low Value,118.2,2024-10
2024-10-04,Customer Engagement Score,North,Beer,High-Value,Direct Mail,Summer,Mid Value,74.79,2024-10
2024-10-05,Customer Engagement Score,North,Beer,Medium-Value,Email,Winter,High Value,92.39,2024-10
2024-10-06,Customer Engagement Score,North,Beer,Medium-Value,Social Media,Fall,Mid Value,122.42,2024-10
2024-10-07,Customer Engagement Score,North,Beer,Medium-Value,SMS,Winter,High Value,137.19,2024-10
2024-10-08,Customer Engagement Score,North,Beer,Medium-Value,Direct Mail,Fall,Low Value,126.32,2024-10
2024-10-09,Customer Engagement Score,North,Beer,Low-Value,Email,Winter,Low Value,86.54,2024-10
2024-10-10,Customer Engagement Score,North,Beer,Low-Value,Social Media,Winter,Low Value,118.67,2024-10
2024-10-11,Customer Engagement Score,North,Beer,Low-Value,SMS,Summer,Low Value,96.74,2024-10
2024-10-12,Customer Engagement Score,North,Beer,Low-Value,Direct Mail,Winter,Mid Value,99.51,2024-10
2024-10-13,Customer Engagement Score,North,Wine,High-Value,Email,Fall,Low Value,91.03,2024-10
2024-10-14,Customer Engagement Score,North,Wine,High-Value,Social Media,Spring,Mid Value,86.69,2024-10
2024-10-15,Customer Engagement Score,North,Wine,High-Value,SMS,Winter,Mid Value,137.43,2024-10
2024-10-16,Customer Engagement Score,North,Wine,High-Value,Direct Mail,Summer,Low Value,72.77,2024-10
2024-10-17,Customer Engagement Score,North,Wine,Medium-Value,Email,Summer,Low Value,84.16,2024-10
2024-10-18,Customer Engagement Score,North,Wine,Medium-Value,Social Media,Fall,High Value,122.68,2024-10
2024-10-19,Customer Engagement Score,North,Wine,Medium-Value,SMS,Summer,Low Value,55.3,2024-10
2024-10-20,Customer Engagement Score,North,Wine,Medium-Value,Direct Mail,Spring,Mid Value,122.15,2024-10
2024-10-21,Customer Engagement Score,North,Wine,Low-Value,Email,Summer,Low Value,112.96,2024-10
2024-10-22,Customer Engagement Score,North,Wine,Low-Value,Social Media,Summer,Mid Value,123.37,2024-10
2024-10-23,Customer Engagement Score,North,Wine,Low-Value,SMS,Spring,Mid Value,93.26,2024-10
2024-10-24,Customer Engagement Score,North,Wine,Low-Value,Direct Mail,Fall,Low Value,81.89,2024-10
2024-10-25,Customer Engagement Score,North,Spirits,High-Value,Email,Summer,Mid Value,220.42,2024-10
2024-10-26,Customer Engagement Score,North,Spirits,High-Value,Social Media,Spring,Low Value,127.98,2024-10
2024-10-27,Customer Engagement Score,North,Spirits,High-Value,SMS,Winter,Low Value,123.17,2024-10
2024-10-28,Customer Engagement Score,North,Spirits,High-Value,Direct Mail,Summer,High Value,128.32,2024-10
2024-10-29,Customer Engagement Score,North,Spirits,Medium-Value,Email,Fall,High Value,93.97,2024-10
2024-10-30,Customer Engagement Score,North,Spirits,Medium-Value,Social Media,Fall,Low Value,106.91,2024-10
2024-10-01,CLV,North,Beer,High-Value,Email,Spring,Mid Value,61.58,2024-10
2024-10-02,CLV,North,Beer,High-Value,Social Media,Summer,Low Value,63.03,2024-10
2024-10-03,CLV,North,Beer,High-Value,SMS,Winter,Mid Value,87.27,2024-10
2024-10-04,CLV,North,Beer,High-Value,Direct Mail,Fall,High Value,90.55,2024-10
2024-10-05,CLV,North,Beer,Medium-Value,Email,Summer,High Value,126.99,2024-10
2024-10-06,CLV,North,Beer,Medium-Value,Social Media,Summer,High Value,103.95,2024-10
2024-10-07,CLV,North,Beer,Medium-Value,SMS,Spring,Mid Value,91.08,2024-10
2024-10-08,CLV,North,Beer,Medium-Value,Direct Mail,Summer,Low Value,96.2,2024-10
2024-10-09,CLV,North,Beer,Low-Value,Email,Spring,High Value,140.65,2024-10
2024-10-10,CLV,North,Beer,Low-Value,Social Media,Spring,Low Value,87.53,2024-10
2024-10-11,CLV,North,Beer,Low-Value,SMS,Fall,Low Value,89.53,2024-10
2024-10-12,CLV,North,Beer,Low-Value,Direct Mail,Summer,Mid Value,84.29,2024-10
2024-10-13,CLV,North,Wine,High-Value,Email,Spring,High Value,83.18,2024-10
2024-10-14,CLV,North,Wine,High-Value,Social Media,Fall,High Value,145.55,2024-10
2024-10-15,CLV,North,Wine,High-Value,SMS,Summer,High Value,140.25,2024-10
2024-10-16,CLV,North,Wine,High-Value,Direct Mail,Spring,Mid Value,69.1,2024-10
2024-10-17,CLV,North,Wine,Medium-Value,Email,Winter,Low Value,201.8,2024-10
2024-10-18,CLV,North,Wine,Medium-Value,Social Media,Winter,Mid Value,95.57,2024-10
2024-10-19,CLV,North,Wine,Medium-Value,SMS,Fall,Low Value,121.26,2024-10
2024-10-20,CLV,North,Wine,Medium-Value,Direct Mail,Summer,High Value,66.04,2024-10
2024-10-21,CLV,North,Wine,Low-Value,Email,Spring,High Value,79.29,2024-10
2024-10-22,CLV,North,Wine,Low-Value,Social Media,Spring,High Value,127.99,2024-10
2024-10-23,CLV,North,Wine,Low-Value,SMS,Summer,Low Value,99.85,2024-10
2024-10-24,CLV,North,Wine,Low-Value,Direct Mail,Winter,High Value,83.49,2024-10
2024-10-25,CLV,North,Spirits,High-Value,Email,Spring,Low Value,96.34,2024-10
2024-10-26,CLV,North,Spirits,High-Value,Social Media,Spring,High Value,135.55,2024-10
2024-10-27,CLV,North,Spirits,High-Value,SMS,Summer,High Value,138.2,2024-10
2024-10-28,CLV,North,Spirits,High-Value,Direct Mail,Winter,Low Value,100.64,2024-10
2024-10-29,CLV,North,Spirits,Medium-Value,Email,Spring,High Value,86.18,2024-10
2024-10-30,CLV,North,Spirits,Medium-Value,Social Media,Spring,High Value,61.12,2024-10
2024-10-01,Repeat Purchase Rate,North,Beer,High-Value,Email,Spring,Mid Value,85.02,2024-10
2024-10-02,Repeat Purchase Rate,North,Beer,High-Value,Social Media,Summer,Mid Value,144.05,2024-10
2024-10-03,Repeat Purchase Rate,North,Beer,High-Value,SMS,Winter,Mid Value,80.61,2024-10
2024-10-04,Repeat Purchase Rate,North,Beer,High-Value,Direct Mail,Spring,Low Value,99.8,2024-10
2024-10-05,Repeat Purchase Rate,North,Beer,Medium-Value,Email,Spring,High Value,80.06,2024-10
2024-10-06,Repeat Purchase Rate,North,Beer,Medium-Value,Social Media,Summer,Low Value,114.51,2024-10
2024-10-07,Repeat Purchase Rate,North,Beer,Medium-Value,SMS,Spring,High Value,61.38,2024-10
2024-10-08,Repeat Purchase Rate,North,Beer,Medium-Value,Direct Mail,Winter,Low Value,85.62,2024-10
2024-10-09,Repeat Purchase Rate,North,Beer,Low-Value,Email,Summer,Mid Value,142.19,2024-10
2024-10-10,Repeat Purchase Rate,North,Beer,Low-Value,Social Media,Summer,Low Value,51.4,2024-10
2024-10-11,Repeat Purchase Rate,North,Beer,Low-Value,SMS,Winter,Low Value,132.06,2024-10
2024-10-12,Repeat Purchase Rate,North,Beer,Low-Value,Direct Mail,Fall,Mid Value,101.34,2024-10
2024-10-13,Repeat Purchase Rate,North,Wine,High-Value,Email,Fall,High Value,96.51,2024-10
2024-10-14,Repeat Purchase Rate,North,Wine,High-Value,Social Media,Summer,Low Value,149.99,2024-10
2024-10-15,Repeat Purchase Rate,North,Wine,High-Value,SMS,Summer,Low Value,119.43,2024-10
2024-10-16,Repeat Purchase Rate,North,Wine,High-Value,Direct Mail,Fall,Low Value,85.45,2024-10
2024-10-17,Repeat Purchase Rate,North,Wine,Medium-Value,Email,Spring,Low Value,99.49,2024-10
2024-10-18,Repeat Purchase Rate,North,Wine,Medium-Value,Social Media,Fall,Mid Value,95.71,2024-10
2024-10-19,Repeat Purchase Rate,North,Wine,Medium-Value,SMS,Summer,High Value,207.01,2024-10
2024-10-20,Repeat Purchase Rate,North,Wine,Medium-Value,Direct Mail,Fall,Low Value,85.37,2024-10
2024-10-21,Repeat Purchase Rate,North,Wine,Low-Value,Email,Winter,Mid Value,210.46,2024-10
2024-10-22,Repeat Purchase Rate,North,Wine,Low-Value,Social Media,Summer,Low Value,91.14,2024-10
2024-10-23,Repeat Purchase Rate,North,Wine,Low-Value,SMS,Summer,Mid Value,99.96,2024-10
2024-10-24,Repeat Purchase Rate,North,Wine,Low-Value,Direct Mail,Spring,Low Value,71.89,2024-10
2024-10-25,Repeat Purchase Rate,North,Spirits,High-Value,Email,Summer,Low Value,122.1,2024-10
2024-10-26,Repeat Purchase Rate,North,Spirits,High-Value,Social Media,Winter,Low Value,53.38,2024-10
2024-10-27,Repeat Purchase Rate,North,Spirits,High-Value,SMS,Summer,Low Value,117.92,2024-10
2024-10-28,Repeat Purchase Rate,North,Spirits,High-Value,Direct Mail,Winter,Low Value,91.06,2024-10
2024-10-29,Repeat Purchase Rate,North,Spirits,Medium-Value,Email,Fall,High Value,93.59,2024-10
2024-10-30,Repeat Purchase Rate,North,Spirits,Medium-Value,Social Media,Summer,Mid Value,55.68,2024-10
2024-10-01,Campaign Conversion Rate,North,Beer,High-Value,Email,Winter,High Value,109.92,2024-10
2024-10-02,Campaign Conversion Rate,North,Beer,High-Value,Social Media,Spring,Mid Value,121.33,2024-10
2024-10-03,Campaign Conversion Rate,North,Beer,High-Value,SMS,Summer,Low Value,113.51,2024-10
2024-10-04,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Spring,Mid Value,137.4,2024-10
2024-10-05,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Summer,Low Value,124.19,2024-10
2024-10-06,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Spring,Low Value,130.25,2024-10
2024-10-07,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Winter,High Value,145.14,2024-10
2024-10-08,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Spring,High Value,99.77,2024-10
2024-10-09,Campaign Conversion Rate,North,Beer,Low-Value,Email,Spring,Mid Value,82.93,2024-10
2024-10-10,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Fall,High Value,126.24,2024-10
2024-10-11,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Spring,Low Value,149.71,2024-10
2024-10-12,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Summer,High Value,123.55,2024-10
2024-10-13,Campaign Conversion Rate,North,Wine,High-Value,Email,Summer,Low Value,81.3,2024-10
2024-10-14,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Winter,Mid Value,139.59,2024-10
2024-10-15,Campaign Conversion Rate,North,Wine,High-Value,SMS,Fall,Low Value,132.49,2024-10
2024-10-16,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Spring,Mid Value,72,2024-10
2024-10-17,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Fall,Low Value,88.15,2024-10
2024-10-18,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Fall,High Value,50.56,2024-10
2024-10-19,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Winter,Mid Value,148.05,2024-10
2024-10-20,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Spring,Low Value,97.66,2024-10
2024-10-21,Campaign Conversion Rate,North,Wine,Low-Value,Email,Winter,Low Value,154.43,2024-10
2024-10-22,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Fall,Low Value,295.71,2024-10
2024-10-23,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Summer,High Value,57.56,2024-10
2024-10-24,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Summer,Low Value,58.81,2024-10
2024-10-25,Campaign Conversion Rate,North,Spirits,High-Value,Email,Spring,Mid Value,109.11,2024-10
2024-10-26,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Spring,Low Value,118.84,2024-10
2024-10-27,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Spring,Mid Value,100.99,2024-10
2024-10-28,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Winter,Mid Value,107.63,2024-10
2024-10-29,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Fall,Low Value,134.6,2024-10
2024-10-30,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Winter,Mid Value,130.13,2024-10
2024-11-01,Product Affinity Score,North,Beer,High-Value,Email,Winter,Mid Value,116.42,2024-11
2024-11-02,Product Affinity Score,North,Beer,High-Value,Social Media,Fall,Mid Value,70.29,2024-11
2024-11-03,Product Affinity Score,North,Beer,High-Value,SMS,Spring,Mid Value,119.59,2024-11
2024-11-04,Product Affinity Score,North,Beer,High-Value,Direct Mail,Fall,Mid Value,51.86,2024-11
2024-11-05,Product Affinity Score,North,Beer,Medium-Value,Email,Winter,Low Value,134.48,2024-11
2024-11-06,Product Affinity Score,North,Beer,Medium-Value,Social Media,Winter,Mid Value,111.65,2024-11
2024-11-07,Product Affinity Score,North,Beer,Medium-Value,SMS,Fall,Low Value,59.6,2024-11
2024-11-08,Product Affinity Score,North,Beer,Medium-Value,Direct Mail,Fall,Mid Value,95.62,2024-11
2024-11-09,Product Affinity Score,North,Beer,Low-Value,Email,Fall,Mid Value,133.56,2024-11
2024-11-10,Product Affinity Score,North,Beer,Low-Value,Social Media,Winter,Mid Value,56.37,2024-11
2024-11-11,Product Affinity Score,North,Beer,Low-Value,SMS,Spring,Low Value,54.27,2024-11
2024-11-12,Product Affinity Score,North,Beer,Low-Value,Direct Mail,Summer,High Value,121.84,2024-11
2024-11-13,Product Affinity Score,North,Wine,High-Value,Email,Spring,Mid Value,114.65,2024-11
2024-11-14,Product Affinity Score,North,Wine,High-Value,Social Media,Winter,Low Value,75.52,2024-11
2024-11-15,Product Affinity Score,North,Wine,High-Value,SMS,Fall,Mid Value,118.49,2024-11
2024-11-16,Product Affinity Score,North,Wine,High-Value,Direct Mail,Spring,Low Value,83.67,2024-11
2024-11-17,Product Affinity Score,North,Wine,Medium-Value,Email,Fall,High Value,147.78,2024-11
2024-11-18,Product Affinity Score,North,Wine,Medium-Value,Social Media,Fall,Mid Value,89.17,2024-11
2024-11-19,Product Affinity Score,North,Wine,Medium-Value,SMS,Winter,Mid Value,57.62,2024-11
2024-11-20,Product Affinity Score,North,Wine,Medium-Value,Direct Mail,Winter,Mid Value,82.87,2024-11
2024-11-21,Product Affinity Score,North,Wine,Low-Value,Email,Fall,Mid Value,183.76,2024-11
2024-11-22,Product Affinity Score,North,Wine,Low-Value,Social Media,Fall,Low Value,140.8,2024-11
2024-11-23,Product Affinity Score,North,Wine,Low-Value,SMS,Winter,High Value,141.62,2024-11
2024-11-24,Product Affinity Score,North,Wine,Low-Value,Direct Mail,Summer,High Value,103.93,2024-11
2024-11-25,Product Affinity Score,North,Spirits,High-Value,Email,Winter,High Value,99.36,2024-11
2024-11-26,Product Affinity Score,North,Spirits,High-Value,Social Media,Winter,High Value,76.91,2024-11
2024-11-27,Product Affinity Score,North,Spirits,High-Value,SMS,Fall,Mid Value,62.65,2024-11
2024-11-28,Product Affinity Score,North,Spirits,High-Value,Direct Mail,Spring,Low Value,126.77,2024-11
2024-11-29,Product Affinity Score,North,Spirits,Medium-Value,Email,Winter,Low Value,99.85,2024-11
2024-11-30,Product Affinity Score,North,Spirits,Medium-Value,Social Media,Summer,Low Value,99.74,2024-11
2024-11-01,Customer Engagement Score,North,Beer,High-Value,Email,Winter,Mid Value,141.99,2024-11
2024-11-02,Customer Engagement Score,North,Beer,High-Value,Social Media,Summer,Low Value,79.34,2024-11
2024-11-03,Customer Engagement Score,North,Beer,High-Value,SMS,Winter,High Value,91.57,2024-11
2024-11-04,Customer Engagement Score,North,Beer,High-Value,Direct Mail,Spring,Low Value,92,2024-11
2024-11-05,Customer Engagement Score,North,Beer,Medium-Value,Email,Winter,Low Value,96.94,2024-11
2024-11-06,Customer Engagement Score,North,Beer,Medium-Value,Social Media,Spring,Mid Value,129.93,2024-11
2024-11-07,Customer Engagement Score,North,Beer,Medium-Value,SMS,Summer,High Value,66.52,2024-11
2024-11-08,Customer Engagement Score,North,Beer,Medium-Value,Direct Mail,Summer,Mid Value,128.63,2024-11
2024-11-09,Customer Engagement Score,North,Beer,Low-Value,Email,Fall,High Value,119.65,2024-11
2024-11-10,Customer Engagement Score,North,Beer,Low-Value,Social Media,Fall,Low Value,74.12,2024-11
2024-11-11,Customer Engagement Score,North,Beer,Low-Value,SMS,Winter,Mid Value,58.42,2024-11
2024-11-12,Customer Engagement Score,North,Beer,Low-Value,Direct Mail,Spring,High Value,70.89,2024-11
2024-11-13,Customer Engagement Score,North,Wine,High-Value,Email,Spring,High Value,100.29,2024-11
2024-11-14,Customer Engagement Score,North,Wine,High-Value,Social Media,Fall,Mid Value,120.69,2024-11
2024-11-15,Customer Engagement Score,North,Wine,High-Value,SMS,Summer,Low Value,122.78,2024-11
2024-11-16,Customer Engagement Score,North,Wine,High-Value,Direct Mail,Winter,Low Value,113.17,2024-11
2024-11-17,Customer Engagement Score,North,Wine,Medium-Value,Email,Fall,High Value,92.16,2024-11
2024-11-18,Customer Engagement Score,North,Wine,Medium-Value,Social Media,Summer,Low Value,144.72,2024-11
2024-11-19,Customer Engagement Score,North,Wine,Medium-Value,SMS,Winter,High Value,140.58,2024-11
2024-11-20,Customer Engagement Score,North,Wine,Medium-Value,Direct Mail,Summer,Low Value,80.84,2024-11
2024-11-21,Customer Engagement Score,North,Wine,Low-Value,Email,Winter,High Value,112.64,2024-11
2024-11-22,Customer Engagement Score,North,Wine,Low-Value,Social Media,Spring,Low Value,138.23,2024-11
2024-11-23,Customer Engagement Score,North,Wine,Low-Value,SMS,Winter,High Value,115.21,2024-11
2024-11-24,Customer Engagement Score,North,Wine,Low-Value,Direct Mail,Summer,Mid Value,143.3,2024-11
2024-11-25,Customer Engagement Score,North,Spirits,High-Value,Email,Spring,High Value,99.93,2024-11
2024-11-26,Customer Engagement Score,North,Spirits,High-Value,Social Media,Summer,Low Value,106.69,2024-11
2024-11-27,Customer Engagement Score,North,Spirits,High-Value,SMS,Spring,Low Value,83.1,2024-11
2024-11-28,Customer Engagement Score,North,Spirits,High-Value,Direct Mail,Summer,High Value,57.81,2024-11
2024-11-29,Customer Engagement Score,North,Spirits,Medium-Value,Email,Spring,Low Value,119.58,2024-11
2024-11-30,Customer Engagement Score,North,Spirits,Medium-Value,Social Media,Spring,Mid Value,146.31,2024-11
2024-11-01,CLV,North,Beer,High-Value,Email,Fall,Mid Value,112.28,2024-11
2024-11-02,CLV,North,Beer,High-Value,Social Media,Winter,Low Value,104.37,2024-11
2024-11-03,CLV,North,Beer,High-Value,SMS,Winter,Low Value,94.25,2024-11
2024-11-04,CLV,North,Beer,High-Value,Direct Mail,Winter,High Value,62.84,2024-11
2024-11-05,CLV,North,Beer,Medium-Value,Email,Spring,Mid Value,56.34,2024-11
2024-11-06,CLV,North,Beer,Medium-Value,Social Media,Summer,Mid Value,61.85,2024-11
2024-11-07,CLV,North,Beer,Medium-Value,SMS,Winter,High Value,139.13,2024-11
2024-11-08,CLV,North,Beer,Medium-Value,Direct Mail,Winter,High Value,63.56,2024-11
2024-11-09,CLV,North,Beer,Low-Value,Email,Spring,High Value,61.59,2024-11
2024-11-10,CLV,North,Beer,Low-Value,Social Media,Winter,Low Value,55.2,2024-11
2024-11-11,CLV,North,Beer,Low-Value,SMS,Winter,Low Value,130.66,2024-11
2024-11-12,CLV,North,Beer,Low-Value,Direct Mail,Fall,Mid Value,110.63,2024-11
2024-11-13,CLV,North,Wine,High-Value,Email,Fall,High Value,84.39,2024-11
2024-11-14,CLV,North,Wine,High-Value,Social Media,Summer,Low Value,58.79,2024-11
2024-11-15,CLV,North,Wine,High-Value,SMS,Summer,Low Value,98.37,2024-11
2024-11-16,CLV,North,Wine,High-Value,Direct Mail,Summer,Mid Value,81.8,2024-11
2024-11-17,CLV,North,Wine,Medium-Value,Email,Summer,Low Value,125.16,2024-11
2024-11-18,CLV,North,Wine,Medium-Value,Social Media,Summer,Mid Value,72.96,2024-11
2024-11-19,CLV,North,Wine,Medium-Value,SMS,Fall,Mid Value,58.45,2024-11
2024-11-20,CLV,North,Wine,Medium-Value,Direct Mail,Summer,Mid Value,109.55,2024-11
2024-11-21,CLV,North,Wine,Low-Value,Email,Winter,Mid Value,146.09,2024-11
2024-11-22,CLV,North,Wine,Low-Value,Social Media,Fall,Low Value,52.53,2024-11
2024-11-23,CLV,North,Wine,Low-Value,SMS,Winter,Mid Value,78.97,2024-11
2024-11-24,CLV,North,Wine,Low-Value,Direct Mail,Winter,Low Value,98.85,2024-11
2024-11-25,CLV,North,Spirits,High-Value,Email,Fall,Low Value,98.6,2024-11
2024-11-26,CLV,North,Spirits,High-Value,Social Media,Summer,High Value,121.25,2024-11
2024-11-27,CLV,North,Spirits,High-Value,SMS,Summer,Low Value,68.52,2024-11
2024-11-28,CLV,North,Spirits,High-Value,Direct Mail,Fall,Low Value,75.1,2024-11
2024-11-29,CLV,North,Spirits,Medium-Value,Email,Fall,Mid Value,115.72,2024-11
2024-11-30,CLV,North,Spirits,Medium-Value,Social Media,Spring,Mid Value,115.21,2024-11
2024-11-01,Repeat Purchase Rate,North,Beer,High-Value,Email,Fall,Low Value,75.97,2024-11
2024-11-02,Repeat Purchase Rate,North,Beer,High-Value,Social Media,Fall,High Value,54.08,2024-11
2024-11-03,Repeat Purchase Rate,North,Beer,High-Value,SMS,Winter,High Value,141.87,2024-11
2024-11-04,Repeat Purchase Rate,North,Beer,High-Value,Direct Mail,Spring,Mid Value,101.54,2024-11
2024-11-05,Repeat Purchase Rate,North,Beer,Medium-Value,Email,Winter,Mid Value,138.22,2024-11
2024-11-06,Repeat Purchase Rate,North,Beer,Medium-Value,Social Media,Fall,High Value,77.81,2024-11
2024-11-07,Repeat Purchase Rate,North,Beer,Medium-Value,SMS,Winter,Low Value,92.9,2024-11
2024-11-08,Repeat Purchase Rate,North,Beer,Medium-Value,Direct Mail,Winter,High Value,67.53,2024-11
2024-11-09,Repeat Purchase Rate,North,Beer,Low-Value,Email,Summer,Low Value,138.06,2024-11
2024-11-10,Repeat Purchase Rate,North,Beer,Low-Value,Social Media,Fall,Low Value,137.17,2024-11
2024-11-11,Repeat Purchase Rate,North,Beer,Low-Value,SMS,Winter,Low Value,115.97,2024-11
2024-11-12,Repeat Purchase Rate,North,Beer,Low-Value,Direct Mail,Summer,Mid Value,56.94,2024-11
2024-11-13,Repeat Purchase Rate,North,Wine,High-Value,Email,Winter,High Value,51.36,2024-11
2024-11-14,Repeat Purchase Rate,North,Wine,High-Value,Social Media,Winter,High Value,143.23,2024-11
2024-11-15,Repeat Purchase Rate,North,Wine,High-Value,SMS,Fall,Mid Value,143.98,2024-11
2024-11-16,Repeat Purchase Rate,North,Wine,High-Value,Direct Mail,Summer,Low Value,81.46,2024-11
2024-11-17,Repeat Purchase Rate,North,Wine,Medium-Value,Email,Fall,Mid Value,126.16,2024-11
2024-11-18,Repeat Purchase Rate,North,Wine,Medium-Value,Social Media,Summer,Low Value,334.78,2024-11
2024-11-19,Repeat Purchase Rate,North,Wine,Medium-Value,SMS,Spring,Low Value,69.63,2024-11
2024-11-20,Repeat Purchase Rate,North,Wine,Medium-Value,Direct Mail,Winter,Mid Value,90.09,2024-11
2024-11-21,Repeat Purchase Rate,North,Wine,Low-Value,Email,Winter,Mid Value,117.17,2024-11
2024-11-22,Repeat Purchase Rate,North,Wine,Low-Value,Social Media,Summer,Low Value,141.8,2024-11
2024-11-23,Repeat Purchase Rate,North,Wine,Low-Value,SMS,Summer,Low Value,74.41,2024-11
2024-11-24,Repeat Purchase Rate,North,Wine,Low-Value,Direct Mail,Summer,Mid Value,60.59,2024-11
2024-11-25,Repeat Purchase Rate,North,Spirits,High-Value,Email,Fall,High Value,100.37,2024-11
2024-11-26,Repeat Purchase Rate,North,Spirits,High-Value,Social Media,Fall,Mid Value,64.75,2024-11
2024-11-27,Repeat Purchase Rate,North,Spirits,High-Value,SMS,Fall,Mid Value,121.12,2024-11
2024-11-28,Repeat Purchase Rate,North,Spirits,High-Value,Direct Mail,Summer,High Value,143.56,2024-11
2024-11-29,Repeat Purchase Rate,North,Spirits,Medium-Value,Email,Spring,Low Value,115.28,2024-11
2024-11-30,Repeat Purchase Rate,North,Spirits,Medium-Value,Social Media,Summer,Low Value,61.21,2024-11
2024-11-01,Campaign Conversion Rate,North,Beer,High-Value,Email,Winter,High Value,68.51,2024-11
2024-11-02,Campaign Conversion Rate,North,Beer,High-Value,Social Media,Fall,High Value,209.73,2024-11
2024-11-03,Campaign Conversion Rate,North,Beer,High-Value,SMS,Fall,High Value,103.8,2024-11
2024-11-04,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Fall,Mid Value,59.24,2024-11
2024-11-05,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Summer,Mid Value,77.42,2024-11
2024-11-06,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Spring,Mid Value,147.92,2024-11
2024-11-07,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Winter,Low Value,87.27,2024-11
2024-11-08,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Summer,High Value,137.69,2024-11
2024-11-09,Campaign Conversion Rate,North,Beer,Low-Value,Email,Fall,High Value,119.9,2024-11
2024-11-10,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Fall,High Value,121.25,2024-11
2024-11-11,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Winter,Mid Value,103.75,2024-11
2024-11-12,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Fall,Low Value,68.73,2024-11
2024-11-13,Campaign Conversion Rate,North,Wine,High-Value,Email,Fall,Mid Value,109.04,2024-11
2024-11-14,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Spring,High Value,52.61,2024-11
2024-11-15,Campaign Conversion Rate,North,Wine,High-Value,SMS,Fall,Mid Value,109.49,2024-11
2024-11-16,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Spring,High Value,70.83,2024-11
2024-11-17,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Spring,Low Value,121.17,2024-11
2024-11-18,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Spring,Mid Value,134.58,2024-11
2024-11-19,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Summer,Low Value,141.21,2024-11
2024-11-20,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Fall,Mid Value,89.5,2024-11
